stop_id,zone_id,location_type,stop_name,stop_desc,stop_lat,stop_url,stop_timezone,wheelchair_boarding,parent_station,preferred,stop_lon,stop_code
2419:1,,0,Toronto Northbound @ Elgin Park,,44.097727,,,1,,2,-79.12808,2419
2420:1,,0,Toronto Northbound @ Campbell,,44.101583,,,1,,2,-79.125598,2420
2421:1,,0,Toronto Northbound @ Poplar,,44.106913,,,1,,2,-79.123332,2421
2422:1,,0,Toronto Northbound @ Brock Street (North side stop),,44.109303,,,1,,2,-79.122461,2422
2425:1,,0,Toronto Southbound @ Peel,,44.105762,,,1,,2,-79.124135,2425
2426:1,,0,Toronto Southbound @ Mill,,44.104382,,,1,,2,-79.124941,2426
2427:1,,0,Toronto Southbound @ Campbell,,44.102555,,,2,,2,-79.125703,2427
2428:1,,0,Reach Eastbound @ East,,44.104907,,,1,,2,-79.113612,2428
2429:1,,0,Reach Eastbound @ Hamilton,,44.104684,,,1,,2,-79.111752,2429
2430:1,,0,Reach Eastbound @ Testa,,44.104464,,,1,,2,-79.109229,2430
2431:1,,0,Reach Northbound @ Coral Creek,,44.104497,,,1,,2,-79.108006,2431
2433:1,,0,Franklin Northbound @ Parkside,,44.106913,,,1,,2,-79.115832,2433
2434:1,,0,Franklin Northbound @ Brock Street,,44.109968,,,2,,2,-79.117222,2434
2436:1,,0,Toronto Southbound @ Elgin Park,,44.09739900000001,,,1,,2,-79.128533,2436
2437:1,,0,Toronto Northbound @ Mill,,44.10394500000001,,,1,,2,-79.12506,2437
2438:1,,0,Toronto Southbound @ Brock Street (South side stop),,44.107718,,,1,,2,-79.123036,2438
2441:1,,0,Franklin Southbound @ Brock Street,,44.10972000000001,,,1,,2,-79.11723499999998,2441
2442:1,,0,Southbound @ 72 Franklin,,44.107774,,,1,,2,-79.116345,2442
2443:1,,0,Brock Street Westbound @ Main Street,,44.109472,,,1,,2,-79.12032499999998,2443
2444:1,,0,Reach Westbound @ Marsh Hill (Epsom),,44.093705,,,2,,2,-79.035732,2444
2445:1,,0,Reach Eastbound @ Marsh Hill (Epsom),,44.093585,,,2,,2,-79.035966,2445
2446:1,,0,Reach Eastbound @ Reach Industrial Park,,44.104969,,,2,,2,-78.985241,2446
2447:1,,0,Reach Westbound @ Reach Industrial Park,,44.105095,,,2,,2,-78.98500799999998,2447
2448:1,,0,Reach Eastbound @ North Port,,44.106497,,,2,,2,-78.978346,2448
2449:1,,0,Reach Westbound @ North Port,,44.106635,,,2,,2,-78.977997,2449
2450:1,,0,Reach Eastbound @ Sherrington,,44.110073,,,1,,2,-78.961905,2450
2451:1,,0,Reach Westbound @ Sherrington,,44.110199,,,2,,2,-78.961945,2451
2452:1,,0,Reach Eastbound @ Old Simcoe,,44.11102600000001,,,2,,2,-78.957515,2452
2453:1,,0,Reach Eastbound @ Simcoe,,44.1122,,,1,,2,-78.951756,2453
2454:1,,0,Reach Westbound @ Simcoe,,44.112316,,,2,,2,-78.951684,2454
2455:1,,0,Reach Westbound @ Old Simcoe,,44.111107,,,2,,2,-78.957656,2455
2456:1,,0,Simcoe Northbound @ Steepleview (Columbus),,43.979501,,,2,,2,-78.91001199999998,2456
2457:1,,0,Simcoe Northbound @ Columbus Road (Columbus),,43.982318,,,2,,2,-78.911266,2457
2458:1,,0,Simcoe Southbound @ Columbus Road (Columbus),,43.982203,,,2,,2,-78.911351,2458
2459:1,,0,Simcoe Southbound @ Westview (Columbus),,43.979472,,,2,,2,-78.910124,2459
245:1,,0,Anderson Southbound @ Kilbride,,43.917513,,,1,,2,-78.937106,245
2462:1,,0,Simcoe Northbound @ Raglan Road (Raglan),,44.017775,,,2,,2,-78.925672,2462
2463:1,,0,Simcoe Northbound @ Snow Ridge,,44.024868,,,2,,2,-78.924563,2463
2464:1,,0,Simcoe Southbound @ Snow Ridge,,44.024706,,,2,,2,-78.92478199999998,2464
2465:1,,0,Simcoe Southbound @ Raglan Road (Raglan),,44.018378,,,2,,2,-78.925944,2465
2466:1,,0,Simcoe Northbound @ Shirley (Shirley Road Commuter Parking),,44.04992,,,2,,2,-78.923906,2466
2467:1,,0,Simcoe Southbound @ Shirley (Shirley Road Commuter Parking),,44.049755,,,2,,2,-78.924116,2467
246:1,,0,Anderson Southbound @ Darren,,43.915405,,,2,,2,-78.936222,246
2473:1,,0,King Westbound @ Old Simcoe,,44.08405984,,,2,,2,-78.95354168,2473
2474:1,,0,Old Simcoe Northbound @ Barber,,44.086597,,,2,,2,-78.954981,2474
2475:1,,0,Old Simcoe Northbound @ Jeffrey,,44.089871,,,1,,2,-78.955184,2475
2476:1,,0,Old Simcoe Southbound @ Jeffrey,,44.090628,,,2,,2,-78.955344,2476
2477:1,,0,Old Simcoe Southbound @ Barber,,44.086558,,,2,,2,-78.95506899999998,2477
2478:1,,0,King Eastbound @ Old Simcoe,,44.083946,,,1,,2,-78.953711,2478
2491:1,,0,Curts Eastbound @ Port Perry Terminal,,44.10227900000001,,,1,,1,-78.938356,2491
2500:1,,0,Simcoe Southbound @ Kellett,,44.110346,,,1,,2,-78.950117,2500
2501:1,,0,Simcoe Southbound @ Balsam,,44.107337,,,1,,2,-78.94889,2501
2503:1,,0,Scugog  Westbound @ Simcoe,,44.099916,,,2,,2,-78.945102,2503
2504:1,,0,Scugog Westbound @ Arrow,,44.099451,,,2,,2,-78.947519,2504
2505:1,,0,Scugog Westbound @ Ottawa,,44.09877,,,1,,2,-78.950789,2505
2506:1,,0,Scugog Westbound @ Old Simcoe,,44.097862,,,2,,2,-78.955178,2506
2507:1,,0,Highway 7A Southbound @ Scugog Line 6,,44.096353,,,2,,2,-78.960274,2507
2508:1,,0,Highway 7A Northbound @ Scugog,,44.095613,,,2,,2,-78.960992,2508
2509:1,,0,Scugog Eastbound @ Old Simcoe,,44.09774800000001,,,2,,2,-78.955305,2509
2510:1,,0,Scugog Eastbound @ Ottawa,,44.098585,,,2,,2,-78.951258,2510
2511:1,,0,Scugog Eastbound @ Arrow,,44.09931000000001,,,2,,2,-78.947712,2511
2512:1,,0,Scugog Eastbound @ Simcoe,,44.099892,,,2,,2,-78.944804,2512
2514:1,,0,Simcoe Northbound @ Balsam,,44.107457,,,2,,2,-78.948792,2514
2515:1,,0,Simcoe Northbound @ Beech,,44.110223,,,2,,2,-78.95,2515
2516:1,,0,Old Simcoe Southbound @ Scugog Street,,44.096969,,,2,,2,-78.95578399999998,2516
2517:1,,0,Old Simcoe Southbound @ Victoria,,44.093814,,,2,,2,-78.955567,2517
2549:1,,0,Pickering Station,,43.831147,,,1,,1,-79.084237,2549
255:1,,0,Anderson Southbound @ Manning,,43.89454,,,1,,2,-78.927052,255
2569:1,,0,Ajax Station,,43.847679,,,1,,1,-79.041346,2569
256:1,,0,Anderson Southbound @ Maplewood,,43.892471,,,1,,2,-78.926119,256
2574:1,,0,Fairall Eastbound @ Westney (West side stop),,43.846447,,,1,,2,-79.039484,2574
2576:1,,0,Whitby Station,,43.865496,,,1,,1,-78.93794,2576
257:1,,0,Anderson Southbound @ Bradley,,43.890386,,,1,,2,-78.925223,257
2585:1,,0,Oshawa Station,,43.87066200000001,,,1,,2,-78.886365,2585
258:1,,0,Anderson Southbound @ Crawforth,,43.886829,,,1,,2,-78.923657,258
2595:1,,0,Oshawa Centre Terminal,,43.88916900000001,,,1,,2,-78.877279,2595
259:1,,0,Anderson Southbound @ Dundas,,43.8851472,,,2,,2,-78.9229176,259
2603:1,,0,King Eastbound @ Centre,,43.89714,,,2,,1,-78.86528199999998,2603
2604:1,,0,Gibb Westbound @ Centre,,43.89014370000001,,,1,,2,-78.8622203,2604
260:1,,0,Consumers Eastbound @ Paisley,,43.867601,,,2,,2,-78.93573499999998,260
261:1,,0,Eastbound @ 187 Consumers,,43.867911,,,1,,2,-78.93228,261
262:1,,0,Westbound @ 1716 Victoria,,43.86729177,,,1,,1,-78.900295,262
265:1,,0,Wentworth Westbound @ Boundary (West side stop),,43.86166688,,,2,,2,-78.88778,265
266:1,,0,Wentworth Westbound @ Forbes,,43.860563,,,2,,2,-78.89276099999998,266
267:1,,0,Wentworth Westbound @ Scotia,,43.859508,,,2,,2,-78.897536,267
268:1,,0,Wentworth Westbound @ Thickson,,43.859031,,,2,,2,-78.899876,268
269:1,,0,Thickson Northbound @ Tricont,,43.86266,,,2,,2,-78.902289,269
2704:1,,0,Taunton Westbound @ Coronation,,43.908291,,,2,,1,-78.987629,2704
2705:1,,0,Taunton Eastbound @ Coronation,,43.908217,,,2,,1,-78.986958,2705
2707:1,,0,Taunton Westbound @ Baycliff,,43.910014,,,2,,1,-78.980509,2707
2708:1,,0,Taunton Westbound @ Gillett,,43.89974380000001,,,2,,2,-79.0239972,2708
2709:1,,0,Bloor Eastbound @ Ritson,,43.882318,,,2,,2,-78.846976,2709
270:1,,0,Thickson Northbound @ Victoria,,43.865547,,,2,,2,-78.903392,270
2712:1,,0,Simcoe Northbound @ Conlin,,43.947746,,,1,,2,-78.895601,2712
2713:1,,0,Taunton Westbound @ Fallingbrook,,43.91836021000001,,,1,,2,-78.944325,2713
2718:1,,0,Bayly Eastbound @ Boone,,43.847742,,,1,,2,-79.001192,2718
2729:1,,0,Taunton Eastbound @ Harwood,,43.895089,,,1,,2,-79.042882,2729
272:1,,0,Thickson Northbound @ Burns,,43.877058,,,2,,2,-78.908542,272
2730:1,,0,Taunton Westbound @ Harwood,,43.8952726,,,2,,2,-79.0431068,2730
2733:1,,0,Simcoe Northbound @ Greenway,,44.09167138,,,1,,2,-78.94143037,2733
2734:1,,0,Simcoe Northbound @ Vanedward,,44.09453,,,1,,2,-78.942667,2734
2735:1,,0,Union Southbound @ Major,,44.094332,,,2,,2,-78.947175,2735
2737:1,,0,Union Southbound @ Robin Trail,,44.091129,,,2,,2,-78.94855099999998,2737
2739:1,,0,King Westbound @ Union,,44.08454,,,2,,2,-78.95111799999998,2739
2740:1,,0,Union Northbound @ Hurd,,44.085418,,,1,,2,-78.9509,2740
2741:1,,0,Union Northbound @ Josephine,,44.09017,,,1,,2,-78.948845,2741
2743:1,,0,Union Northbound @ Major,,44.094297,,,1,,2,-78.947064,2743
2744:1,,0,Simcoe Southbound @ Vanedward,,44.094828,,,1,,2,-78.94307499999998,2744
2745:1,,0,Simcoe Southbound @ Greenway,,44.09201925,,,1,,2,-78.94179818,2745
2749:1,,0,Northbound @ 15929 Simcoe St,,44.111357,,,1,,2,-78.950491,2749
274:1,,0,Thickson Northbound @ Nichol,,43.88211600000001,,,2,,2,-78.910842,274
2750:1,,0,Reach Westbound @ Carlan,,44.111917,,,2,,2,-78.953783,2750
2753:1,,0,Reach Eastbound @ Carlan,,44.111683,,,2,,2,-78.954558,2753
275:1,,0,Northbound @ 35 Thickson,,43.884288,,,1,,2,-78.911801,275
276:1,,0,Thickson Northbound @ Dundas,,43.88712300000001,,,1,,2,-78.912944,276
277:1,,0,Thickson Northbound @ Crawforth,,43.88843361,,,1,,2,-78.91350799999998,277
278:1,,0,Thickson Northbound @ Pine Hills,,43.89153000000001,,,1,,2,-78.914804,278
279:1,,0,Thickson Northbound @ Dalton,,43.893721,,,1,,2,-78.915756,279
281:1,,0,Thickson Northbound @ Canadian Oaks,,43.899509,,,1,,2,-78.918233,281
282:1,,0,Thickson Northbound @ William Stephenson,,43.9018064,,,1,,2,-78.91921739999998,282
283:1,,0,Thickson Northbound @ Rossland,,43.903729,,,1,,2,-78.92006499999998,283
28:1,,0,Garden Southbound @ Kenneth Hobbs,,43.902996,,,1,,2,-78.941649,28
290:1,,0,Thickson Northbound @ Bach,,43.916314,,,1,,2,-78.925599,290
292:1,,0,THICKSON @ CATHEDRAL n ns,,43.919129,,,2,,2,-78.9267847,292
293:1,,0,Garrard Southbound @ Griffen,,43.92320500000001,,,1,,2,-78.917972,293
294:1,,0,Garrard Southbound @ Shore,,43.921498,,,1,,2,-78.917227,294
295:1,,0,Garrard Southbound @ Dryden,,43.917352,,,1,,2,-78.91538799999998,295
296:1,,0,Garrard Southbound @ Rolling Acres,,43.914403,,,1,,2,-78.914092,296
297:1,,0,Garrard Southbound @ Donald Wilson,,43.9121379,,,1,,2,-78.9130924,297
298:1,,0,Garrard Southbound @ Fencerow,,43.910044,,,1,,2,-78.912156,298
29:1,,0,Southbound @ 3088 Garden,,43.901353,,,1,,2,-78.940938,29
3001:1,,0,Waterford Westbound @ Woodview,,43.820346,,,2,,2,-79.144548,3001
3004:1,,0,Waterford Eastbound @ Forestview,,43.820443,,,1,,2,-79.140253,3004
300:1,,0,Garrard Southbound @ Rossland,,43.905952,,,1,,2,-78.910619,300
302:1,,0,Garrard Southbound @ Parkview,,43.90280914,,,1,,2,-78.90922,302
3038:1,,0,Salem Southbound @ Thackery,,43.88831017,,,2,,2,-79.026786,3038
3039:1,,0,Salem Northbound @ Gillett,,43.888491,,,2,,2,-79.026599,3039
303:1,,0,Garrard Southbound @ Gadsby,,43.899855,,,1,,2,-78.907942,303
3041:1,,0,Salem Northbound @ Harper Hill,,43.88440700000001,,,2,,2,-79.021938,3041
3042:1,,0,Salem Southbound @ Rossland,,43.88210500000001,,,2,,1,-79.019056,3042
3043:1,,0,Salem Northbound @ Rossland,,43.881461,,,2,,2,-79.018414,3043
3044:1,,0,Williamson Eastbound @ Kirk,,43.893784,,,1,,2,-79.026951,3044
3045:1,,0,Williamson Westbound @ Sergeant,,43.894659,,,1,,2,-79.026201,3045
3048:1,,0,Pickering Beach Northbound @ Bayly,,43.846466,,,1,,1,-79.005762,3048
3049:1,,0,Salem Northbound @ Lord,,43.849311,,,2,,2,-79.006791,3049
304:1,,0,Garrard Southbound @ Manning,,43.89760603,,,1,,2,-78.906976,304
3052:1,,0,Salem Southbound @ Lord,,43.849663,,,2,,2,-79.007221,3052
3053:1,,0,Salem Southbound @ Bayly,,43.84686809732681,,,2,,1,-79.00620876374902,3053
3054:1,,0,Pickering Beach Southbound @ Michaelman,,43.84421074545585,,,2,,2,-79.00602185445216,3054
3055:1,,0,Pickering Beach Southbound @ Hickman,,43.842824,,,2,,2,-79.00649,3055
3056:1,,0,Pickering Beach Southbound @ Emperor,,43.840676,,,1,,1,-79.006118,3056
3057:1,,0,Pickering Beach Southbound @ Foord,,43.837128,,,2,,2,-79.004638,3057
3058:1,,0,Southbound @ 722 Pickering Beach,,43.834673,,,2,,2,-79.003576,3058
3059:1,,0,Pickering Beach Southbound @ Rollo,,43.831646,,,1,,1,-79.00228199999998,3059
3060:1,,0,Eastbound @ 509 Bayly,,43.8495633,,,2,,2,-78.9927232,3060
3061:1,,0,Bayly Eastbound @ Audley,,43.850332,,,1,,1,-78.989176,3061
3062:1,,0,Audley Southbound @ Keywood,,43.848222,,,2,,2,-78.987917,3062
3063:1,,0,Audley Southbound @ Sharplin,,43.84292,,,2,,2,-78.986321,3063
3064:1,,0,Audley Southbound @ Holloway,,43.836116,,,2,,2,-78.986706,3064
3066:1,,0,Audley Southbound @ Ashbury,,43.832312,,,1,,2,-78.985326,3066
3067:1,,0,Ashbury Westbound @ Shoal Point,,43.83294,,,2,,2,-78.991383,3067
30681,,0,Range Line Eastbound @ Poplar,,43.828856,,,2,,2,-78.99938,3068
3083:1,,0,Harwood Southbound @ Windebanks,,43.828548,,,2,,2,-79.014208,3083
3085:1,,0,Clover Ridge Eastbound @ Crawford,,43.8271,,,2,,2,-79.00769,3085
3086:1,,0,Clover Ridge Eastbound @ Clarke,,43.829813,,,2,,2,-79.00429099999998,3086
3089:1,,0,Dreyer Westbound @ Harwood,,43.83109300000001,,,2,,2,-79.014244,3089
309:1,,0,Thickson Northbound @ Manning,,43.8948175,,,1,,2,-78.91623869999998,309
30:1,,0,Garden Southbound @ Rossland (Durham Region Headquarters),,43.898752,,,1,,2,-78.93967,30
3105:1,,0,Victoria Eastbound @ Bayside Gate,,43.858814,,,2,,2,-78.950286,3105
3106:1,,0,Thickson Northbound @ Fieldnest,,43.911379,,,1,,2,-78.92341399999998,3106
3107:1,,0,Thickson Northbound @ Dryden,,43.913835,,,1,,2,-78.924456,3107
3109:1,,0,Ritson Southbound @ Bloor,,43.883063,,,2,,2,-78.84632,3109
310:1,,0,Thickson Southbound @ Dalton,,43.893474,,,1,,2,-78.915889,310
3110:1,,0,Ritson Southbound @ Conant,,43.87956,,,1,,2,-78.844802,3110
3111:1,,0,Ritson Southbound @ Wolfe,,43.877689,,,1,,2,-78.844014,3111
3113:1,,0,Colonel Sam Westbound @ Farewell,,43.87933000000001,,,2,,2,-78.82801,3113
3114:1,,0,Farewell Northbound @ Raleigh,,43.882025,,,2,,1,-78.82937099999998,3114
3115:1,,0,Southbound @ 206 Ritson,,43.9039406,,,2,,2,-78.8557913,3115
3116:1,,0,Northbound @ 205 Ritson,,43.904205,,,2,,2,-78.855635,3116
3117:1,,0,Ritson Southbound @ Bond,,43.901042,,,2,,2,-78.854433,3117
3118:1,,0,Ritson Northbound @ Richmond,,43.901499,,,2,,2,-78.854417,3118
311:1,,0,Thickson Southbound @ Pine Hills,,43.89187877,,,1,,2,-78.915149,311
3123:1,,0,Wilson Southbound @ Adelaide,,43.909548,,,2,,2,-78.847296,3123
3125:1,,0,Wilson Southbound @ Hillcroft,,43.91355036312938,,,2,,2,-78.84907667343516,3125
3126:1,,0,Wilson Northbound @ Hillcroft,,43.913236,,,1,,2,-78.848778,3126
3127:1,,0,Britannia Eastbound @ Steeplechase,,43.956275,,,1,,2,-78.896619,3127
3128:1,,0,Britannia Eastbound @ Bridle,,43.955878,,,2,,2,-78.893451,3128
312:1,,0,Thickson Southbound @ Crawforth,,43.88874243,,,1,,2,-78.91385,312
3132:1,,0,Conlin Eastbound @ Harmony,,43.95665300000001,,,2,,2,-78.857426,3132
3133:1,,0,Grandview Southbound @ Woodstream,,43.95607300000001,,,2,,2,-78.846023,3133
3134:1,,0,Grandview Southbound @ Salmers,,43.95001100000001,,,2,,2,-78.843457,3134
3135:1,,0,Grandview Northbound @ Salmers,,43.949878,,,2,,2,-78.843025,3135
3136:1,,0,Grandview Northbound @ Woodstream,,43.955852,,,2,,2,-78.845803,3136
3137:1,,0,Conlin Westbound @ Harmony,,43.956986,,,2,,2,-78.856803,3137
313:1,,0,Thickson Southbound @ Dundas,,43.88721867000001,,,1,,2,-78.913195,313
3149:1,,0,Liberty Northbound @ Wellington,,43.91361100000001,,,2,,2,-78.681484,3149
314:1,,0,Southbound @ 44 Thickson,,43.884433,,,1,,2,-78.912122,314
3150:1,,0,Liberty Northbound @ Concession,,43.917844,,,1,,2,-78.683319,3150
3151:1,,0,Concession Eastbound @ Trudeau,,43.91926500000001,,,1,,2,-78.678888,3151
3154:1,,0,Longworth Westbound @ Swindells,,43.93118,,,1,,2,-78.685434,3154
3155:1,,0,Liberty Northbound @ Freeland,,43.93182190000001,,,1,,2,-78.6893809,3155
315:1,,0,Thickson Southbound @ Nichol,,43.882767,,,1,,2,-78.911373,315
3161:1,,0,Mearns Northbound @ Concession,,43.921138,,,1,,2,-78.673813,3161
3163:1,,0,Green Northbound @ Highway 2 (North side stop),,43.909994,,,1,,2,-78.712264,3163
3165:1,,0,Green Southbound @ South Of Highway 2,,43.90821300000001,,,2,,2,-78.711662,3165
316:1,,0,Thickson Southbound @ Long,,43.879377,,,1,,2,-78.909859,316
3172:1,,0,Green Southbound @ Boswell,,43.905223,,,1,,2,-78.710404,3172
3173:1,,0,Longworth Westbound @ Liberty,,43.930322,,,1,,2,-78.688411,3173
3178:1,,0,Wilson Northbound @ Attersley,,43.925753,,,1,,2,-78.854111,3178
3179:1,,0,Wilson Southbound @ Attersley,,43.926015,,,1,,2,-78.854372,3179
317:1,,0,Thickson Southbound @ Burns,,43.87764539,,,1,,2,-78.908946,317
318:1,,0,Thickson Southbound @ Tricont,,43.86262,,,2,,2,-78.902447,318
319:1,,0,Wentworth Eastbound @ Thickson,,43.858818,,,2,,2,-78.899945,319
31:1,,0,Garden Southbound @ Bassett,,43.896968,,,1,,2,-78.938877,31
320:1,,0,Wentworth Eastbound @ McEwen,,43.859341,,,2,,2,-78.897457,320
321:1,,0,Consumers Westbound @ Thickson,,43.8723866,,,1,,2,-78.9078341,321
3224:1,,0,Franklin Northbound @ Reach,,44.10559400000001,,,1,,2,-79.115221,3224
3227:1,,0,Gibb Westbound @ Nassau,,43.889102,,,2,,2,-78.866981,3227
3228:1,,0,Gibb Eastbound @ Nassau,,43.888873,,,2,,2,-78.8675047,3228
322:1,,0,Consumers Westbound @ Sunray,,43.870879,,,1,,2,-78.91304599999998,322
3231:1,,0,Harwood Northbound @ Dreyer,,43.830787,,,2,,1,-79.014381,3231
323:1,,0,Consumers Westbound @ Hopkins,,43.870194,,,2,,2,-78.915887,323
3249:1,,0,Mearns Northbound @ Apple Blossom,,43.924495,,,1,,2,-78.675239,3249
324:1,,0,Westbound @ 106 Consumers,,43.869763,,,2,,2,-78.918451,324
3250:1,,0,Mearns Northbound @ Sprucewood,,43.928385,,,1,,2,-78.676991,3250
3251:1,,0,Longworth Westbound @ Rickaby,,43.93205600000001,,,1,,2,-78.682305,3251
3253:1,,0,Clover Ridge Eastbound @ Andrea,,43.82622,,,1,,1,-79.012367,3253
3262:1,,0,Dean Westbound @ Wilson,,43.887869,,,2,,2,-78.83800599999998,3262
3263:1,,0,Dean Northbound @ Sedan,,43.888306,,,2,,2,-78.841289,3263
3265:1,,0,Salem Northbound @ Achilles,,43.85314000000001,,,2,,2,-79.009521,3265
3266:1,,0,Salem Southbound @ Achilles,,43.85275219675408,,,2,,2,-79.00961840932924,3266
3269:1,,0,Ritson Northbound @ Beatrice (North stop),,43.930147,,,2,,2,-78.866844,3269
326:1,,0,Consumers Westbound @ Cannon,,43.8689872,,,1,,2,-78.9237719,326
3270:1,,0,Ritson Northbound @ Pentland,,43.93206,,,1,,2,-78.867734,3270
3271:1,,0,Ritson Northbound @ Taunton,,43.934727,,,1,,1,-78.868826,3271
3277:1,,0,Liberty Northbound @ Baseline,,43.901872,,,2,,2,-78.676347,3277
3278:1,,0,Liberty Northbound @ Southway,,43.9054,,,2,,2,-78.677904,3278
3279:1,,0,Prince Eastbound @ Simpson,,43.909304,,,1,,2,-78.674384,3279
327:1,,0,Consumers Westbound @ Garden,,43.8682969,,,1,,2,-78.9286565,327
328:1,,0,Westbound @ 180 Consumers,,43.868088,,,1,,2,-78.931766,328
3294:1,,0,Rossland Westbound @ Seggar,,43.87746400000001,,,1,,2,-79.03796199999998,3294
3295:1,,0,Rossland Eastbound @ Seggar,,43.877187,,,1,,2,-79.038698,3295
3296:1,,0,Rossland Westbound @ Harkins,,43.87213100000001,,,2,,2,-79.058372,3296
329:1,,0,Consumers Westbound @ Paisley,,43.868016,,,1,,2,-78.934571,329
3300:1,,0,Highway 7A Westbound @ SmartCentres Port Perry,,44.094684,,,2,,2,-78.965222,3300
3302:1,,0,Rossland Eastbound @ Woodcock,,43.878356,,,2,,2,-79.0334,3302
330:1,,0,Consumers Eastbound @ Garden,,43.86800980000001,,,1,,2,-78.929162,330
3314:1,,0,Rossland Eastbound @ Harwood,,43.8796476,,,1,,2,-79.0275635,3314
3315:1,,0,Rossland Westbound @ Harwood,,43.880023,,,1,,2,-79.026765,3315
3322:1,,0,Westney Southbound @ Kingston (South side stop),,43.8568676,,,1,,2,-79.0418045,3322
332:1,,0,Consumers Eastbound @ Cannon,,43.868802,,,1,,2,-78.924038,332
3339:1,,0,Simcoe Southbound @ Queen,,44.10364003,,,2,,2,-78.94730861,3339
3340:1,,0,Simcoe Northbound @ Queen,,44.10351827820833,,,1,,2,-78.94709667801564,3340
3341:1,,0,Wilson Northbound @ Terrace,,43.9226613,,,2,,2,-78.852739,3341
3342:1,,0,Wilson Southbound @ Terrace,,43.922588,,,2,,2,-78.85286499999998,3342
3343:1,,0,Wilson Northbound @ Tiffany,,43.929131,,,2,,2,-78.8556,3343
3344:1,,0,Wilson Southbound @ Tiffany,,43.92931,,,2,,2,-78.855818,3344
3346:1,,0,Green Northbound @ Highway 2 (South side stop),,43.9087386,,,2,,2,-78.711744,3346
3347:1,,0,Clarington Boulevard Southbound @ Stevens,,43.9129222,,,1,,2,-78.7090942,3347
334:1,,0,Eastbound @ 107 Consumers,,43.86960100000001,,,1,,2,-78.91860699999998,334
335:1,,0,Consumers Eastbound @ Sunray,,43.87071339196998,,,1,,2,-78.9128184418275,335
3366:1,,0,Britannia Westbound @ Kentucky Derby,,43.95470000000001,,,2,,2,-78.905928,3366
3367:1,,0,Brock Road Southbound @ Major Oaks,,43.85522000000001,,,2,,1,-79.077861,3367
3368:1,,0,Brock Road Southbound @ Dersan,,43.874489,,,1,,1,-79.085714,3368
337:1,,0,Stellar Eastbound @ Thickson,,43.872706,,,1,,2,-78.905592,337
339:1,,0,Durham College Whitby Campus,,43.871161,,,2,,2,-78.900059,339
3409:1,,0,Dryden Westbound @ Thickson,,43.9143679,,,1,,2,-78.92400139999998,3409
340:1,,0,Westbound @ 946 Champlain,,43.873198,,,2,,2,-78.889539,340
3410:1,,0,Thickson Southbound @ Winterberry,,43.908294,,,2,,2,-78.922324,3410
3411:1,,0,Thickson Southbound @ Rossland,,43.904494,,,1,,2,-78.920688,3411
3412:1,,0,Thickson Southbound @ William Stephenson,,43.901398,,,2,,2,-78.91931099999998,3412
3413:1,,0,Thickson Southbound @ Marta,,43.8994523,,,2,,2,-78.9184387,3413
3415:1,,0,Thickson Southbound @ Manning,,43.894635,,,2,,2,-78.91639499999998,3415
3416:1,,0,Garrard Northbound @ Dundas,,43.88915200000001,,,1,,2,-78.903084,3416
3417:1,,0,Garrard Southbound @ Dundas,,43.88901400000001,,,2,,2,-78.903248,3417
3419:1,,0,Garrard Southbound @ Burnage,,43.89232,,,2,,2,-78.90464,3419
3420:1,,0,Dryden Westbound @ Bakerville,,43.91571,,,2,,2,-78.91904,3420
3421:1,,0,Dryden Westbound @ Waller,,43.91489,,,2,,2,-78.92186,3421
3422:1,,0,Britannia Westbound @ Thoroughbred,,43.9557,,,2,,2,-78.90185,3422
3423:1,,0,Britannia Eastbound @ Thoroughbred,,43.9555,,,2,,2,-78.90163,3423
342:1,,0,Stellar Westbound @ Thickson,,43.87293600000001,,,1,,2,-78.905268,342
3430:1,,0,Rossland Eastbound @ Church,,43.8709498,,,2,,2,-79.06307049999998,3430
3431:1,,0,Rossland Eastbound @ Shell,,43.870787,,,2,,2,-79.068303,3431
3432:1,,0,Rossland Westbound @ Shell,,43.870936,,,2,,2,-79.068386,3432
3433:1,,0,Rossland Westbound @ Seagrave,,43.870129,,,2,,2,-79.072756,3433
3434:1,,0,Rossland Eastbound @ Stannardville,,43.869703,,,2,,2,-79.073729,3434
3435:1,,0,Rossland Eastbound @ Southcott,,43.868324,,,1,,2,-79.079724,3435
343:1,,0,Kendalwood Northbound @ Sawdon,,43.88010220000001,,,1,,2,-78.8990682,343
344:1,,0,Kendalwood Northbound @ Broadview,,43.8818189,,,1,,2,-78.8998565,344
345:1,,0,Kendalwood Northbound @ Northview,,43.88518710000001,,,1,,2,-78.9014091,345
346:1,,0,Garrard Northbound @ Burnage,,43.892441,,,1,,2,-78.904566,346
348:1,,0,Garrard Northbound @ Manning,,43.896954,,,1,,2,-78.906543,348
349:1,,0,Garrard Northbound @ Forest,,43.899542,,,1,,2,-78.907678,349
350:1,,0,Garrard Northbound @ Westwood,,43.901785,,,1,,2,-78.908666,350
3510:1,,0,Rossland Westbound @ Southcott,,43.868662,,,2,,2,-79.079043,3510
3515:1,,0,Altona Northbound @ Shadow,,43.832899,,,2,,2,-79.143338,3515
3516:1,,0,Altona Southbound @ Shadow,,43.83375,,,2,,2,-79.143877,3516
352:1,,0,Garrard Northbound @ Rossland,,43.906128,,,1,,1,-78.910552,352
3531:1,,0,Taunton Westbound @ Mary,,43.93451980299271,,,2,,2,-78.87242871207518,3531
